Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
10/17/2024,PA009,New York,Tokyo,Premium Economy,1172.5,Yes,1,Nut Free
9/22/2024,PA008,Perth,New York,Business Class,686.4,Yes,2,Nut Free
11/8/2024,PA005,London,Tokyo,Premium Economy,747.5,Yes,0,Dairy Free
4/16/2024,PA006,Tokyo,London,Premium Economy,1080,Yes,0,Egg Free
8/24/2024,PA012,Tokyo,Perth,Economy,3490,Yes,1,Egg Free
5/21/2024,PA012,Tokyo,Perth,Premium Economy,1415,Yes,2,Dairy Free
3/27/2024,PA010,Tokyo,New York,Premium Economy,755,Yes,1,Dairy Free
11/11/2024,PA011,Perth,Tokyo,First Class,281,Yes,3,Nut Free
10/10/2024,PA003,London,Perth,First Class,306,Yes,3,Vegetarian
10/14/2024,PA005,London,Tokyo,Business Class,526.8,Yes,0,Dairy Free
5/17/2024,PA001,London,New York,Premium Economy,1117.5,Yes,3,Nut Free
9/28/2024,PA006,Tokyo,London,Economy,3430,Yes,1,Vegetarian
6/28/2024,PA012,Tokyo,Perth,Economy,2535,Yes,3,Nut Free
7/26/2024,PA012,Tokyo,Perth,Business Class,418.8,Yes,1,Egg Free
7/27/2024,PA007,New York,Perth,First Class,215,Yes,1,Nut Free
5/22/2024,PA001,London,New York,Economy,1300,Yes,2,Vegan
12/4/2024,PA006,Tokyo,London,Premium Economy,637.5,Yes,1,Egg Free
5/26/2024,PA008,Perth,New York,Premium Economy,522.5,Yes,1,Egg Free
2/19/2024,PA003,London,Perth,Business Class,328.8,Yes,3,Nut Free
10/13/2024,PA010,Tokyo,New York,First Class,385,Yes,0,Vegan
3/21/2024,PA005,London,Tokyo,Premium Economy,1145,Yes,1,Vegan
8/10/2024,PA011,Perth,Tokyo,Business Class,556.8,Yes,2,None
12/31/2024,PA004,Perth,London,First Class,237,Yes,2,Nut Free
3/24/2024,PA010,Tokyo,New York,Premium Economy,1122.5,Yes,0,Egg Free
9/11/2024,PA012,Tokyo,Perth,Business Class,819.6,Yes,3,Egg Free
6/11/2024,PA012,Tokyo,Perth,Premium Economy,1062.5,Yes,1,Nut Free
9/22/2024,PA003,London,Perth,Economy,3195,Yes,1,Vegetarian
7/18/2024,PA012,Tokyo,Perth,Premium Economy,892.5,Yes,0,Vegan
8/14/2024,PA006,Tokyo,London,Economy,2325,Yes,0,Nut Free
4/27/2024,PA012,Tokyo,Perth,Economy,1280,Yes,1,None
10/18/2024,PA008,Perth,New York,First Class,292,Yes,3,Vegan
7/13/2024,PA011,Perth,Tokyo,Economy,1605,Yes,1,Vegetarian
11/17/2024,PA010,Tokyo,New York,Business Class,517.2,Yes,0,Dairy Free
6/29/2024,PA007,New York,Perth,Business Class,801.6,Yes,2,Dairy Free
2/2/2024,PA006,Tokyo,London,Economy,1240,Yes,2,Vegetarian
11/11/2024,PA001,London,New York,Business Class,739.2,Yes,2,Dairy Free
3/11/2024,PA002,New York,London,Business Class,750,Yes,1,Nut Free
10/22/2024,PA005,London,Tokyo,First Class,533,Yes,0,Nut Free
7/4/2024,PA006,Tokyo,London,First Class,366,Yes,0,Vegan
9/26/2024,PA010,Tokyo,New York,Premium Economy,640,Yes,0,Vegetarian
7/28/2024,PA003,London,Perth,Economy,3375,Yes,1,None
2/27/2024,PA002,New York,London,Premium Economy,1565,Yes,2,Vegetarian
2/29/2024,PA010,Tokyo,New York,Premium Economy,1135,Yes,3,Egg Free
10/13/2024,PA007,New York,Perth,Business Class,686.4,Yes,3,Dairy Free
6/21/2024,PA011,Perth,Tokyo,Business Class,829.2,Yes,1,Vegan
4/19/2024,PA009,New York,Tokyo,Economy,1085,Yes,3,None
9/8/2024,PA005,London,Tokyo,Economy,1115,Yes,3,Dairy Free
4/13/2024,PA004,Perth,London,Business Class,410.4,Yes,3,None
12/6/2024,PA005,London,Tokyo,Economy,1130,Yes,3,Nut Free
7/25/2024,PA007,New York,Perth,Premium Economy,1482.5,Yes,3,Vegan
10/26/2024,PA001,London,New York,Economy,1205,Yes,0,Dairy Free
11/23/2024,PA005,London,Tokyo,Economy,2070,Yes,2,Egg Free
11/4/2024,PA003,London,Perth,First Class,210,Yes,3,Nut Free
4/29/2024,PA012,Tokyo,Perth,Economy,3490,Yes,0,Dairy Free
9/26/2024,PA001,London,New York,First Class,207,Yes,2,Vegetarian
1/6/2024,PA004,Perth,London,First Class,236,Yes,1,Nut Free
